center,left,right,steering,throttle,brake,speed
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_14_444.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_14_444.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_14_444.jpg,0.0,0.0,0.0,2.293861
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_14_538.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_14_538.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_14_538.jpg,0.0,0.0,0.0,2.275442
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_14_641.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_14_641.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_14_641.jpg,0.0,0.0,0.0,2.252629
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_14_729.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_14_729.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_14_729.jpg,0.0,0.0,0.0,2.230044
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_14_824.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_14_824.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_14_824.jpg,0.0,0.0,0.0,2.2076849999999997
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_14_920.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_14_920.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_14_920.jpg,0.0,0.0,0.0,2.18555
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_15_040.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_15_040.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_15_040.jpg,0.0,0.28396520000000003,0.0,2.4181779999999997
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_15_126.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_15_126.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_15_126.jpg,0.0,0.002870135,0.0,2.448552
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_15_197.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_15_197.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_15_197.jpg,0.0,0.0,0.0,2.403991
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_15_295.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_15_295.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_15_295.jpg,0.0,0.0,0.0,2.379885
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_15_402.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_15_402.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_15_402.jpg,0.0,0.29729320000000004,0.0,2.724801
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_15_491.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_15_491.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_15_491.jpg,0.0,0.5879549,0.0,3.390501
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_15_588.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_15_588.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_15_588.jpg,0.0,0.8787423000000001,0.0,4.404039
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_15_688.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_15_688.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_15_688.jpg,0.0,0.5831525,0.0,5.0772010000000005
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_15_789.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_15_789.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_15_789.jpg,0.0,0.2741375,0.0,5.372191
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_15_883.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_15_883.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_15_883.jpg,0.0,0.0,0.0,5.331364
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_15_983.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_15_983.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_15_983.jpg,0.0,0.0,0.0,5.277879
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_16_107.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_16_107.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_16_107.jpg,0.0,0.0,0.0,5.214405
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_16_178.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_16_178.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_16_178.jpg,0.0,0.0,0.0,5.182951999999999
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_16_278.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_16_278.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_16_278.jpg,0.0,0.0,0.0,5.1309510000000005
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_16_377.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_16_377.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_16_377.jpg,0.0,0.0,0.0,5.079475
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_16_488.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_16_488.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_16_488.jpg,0.0,0.0,0.0,5.018383999999999
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_16_570.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_16_570.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_16_570.jpg,0.0,0.0,0.0,4.978066
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_16_665.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_16_665.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_16_665.jpg,0.0,0.0,0.0,4.9281239999999995
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_16_768.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_16_768.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_16_768.jpg,0.0,0.0,0.0,4.878685
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_16_858.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_16_858.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_16_858.jpg,-0.2,0.0,0.0,4.832861
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_16_957.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_16_957.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_16_957.jpg,0.0,0.0,0.0,4.782289
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_17_054.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_17_054.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_17_054.jpg,0.0,0.0,0.0,4.734287
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_17_160.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_17_160.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_17_160.jpg,0.0,0.0,0.0,4.686793
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_17_244.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_17_244.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_17_244.jpg,0.0,0.0,0.0,4.639774
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_17_346.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_17_346.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_17_346.jpg,0.0,0.0,0.0,4.593228
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_17_448.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_17_448.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_17_448.jpg,0.0,0.0,0.0,4.547151
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_17_543.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_17_543.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_17_543.jpg,0.0,0.0,0.0,4.5015339999999995
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_17_637.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_17_637.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_17_637.jpg,0.0,0.0,0.0,4.465366
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_17_732.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_17_732.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_17_732.jpg,0.0,0.0,0.0,4.420571
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_17_832.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_17_832.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_17_832.jpg,0.0,0.0,0.0,4.376309
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_17_919.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_17_919.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_17_919.jpg,-0.2,0.0,0.0,4.335093
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_18_012.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_18_012.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_18_012.jpg,-0.45,0.0,0.0,4.268915
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_18_104.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_18_104.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_18_104.jpg,-0.26144829999999997,0.0,0.0,4.229843
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_18_195.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_18_195.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_18_195.jpg,0.0,0.0,0.0,4.187574
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_18_288.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_18_288.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_18_288.jpg,-0.25,0.0,0.0,4.137886
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_18_381.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_18_381.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_18_381.jpg,-0.5000001000000001,0.0,0.0,4.072226000000001
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_18_476.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_18_476.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_18_476.jpg,-0.26617440000000003,0.0,0.0,4.043584
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_18_565.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_18_565.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_18_565.jpg,-0.004041805999999999,0.0,0.0,3.994468
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_18_658.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_18_658.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_18_658.jpg,0.0,0.0,0.0,3.962304
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_18_750.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_18_750.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_18_750.jpg,0.0,0.0,0.0,3.9225489999999996
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_18_845.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_18_845.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_18_845.jpg,0.0,0.0,0.0,3.8831949999999997
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_18_934.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_18_934.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_18_934.jpg,-0.2,0.0,0.0,3.846541
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_19_028.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_19_028.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_19_028.jpg,-0.45,0.0,0.0,3.788017
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_19_123.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_19_123.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_19_123.jpg,-0.2671308,0.0,0.0,3.7534959999999997
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_19_214.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_19_214.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_19_214.jpg,0.0,0.0,0.0,3.71569
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_19_310.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_19_310.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_19_310.jpg,0.0,0.0,0.0,3.6783089999999996
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_19_404.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_19_404.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_19_404.jpg,-0.25,0.0,0.0,3.6332940000000002
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_19_504.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_19_504.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_19_504.jpg,-0.5000001000000001,0.0,0.0,3.5756589999999995
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_19_587.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_19_587.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_19_587.jpg,-0.7,0.0,0.0,3.5210489999999997
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_19_682.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_19_682.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_19_682.jpg,-0.5463156,0.0,0.0,3.490335
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_19_779.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_19_779.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_19_779.jpg,-0.2540649,0.0,0.0,3.46429
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_19_866.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_19_866.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_19_866.jpg,0.0,0.0,0.0,3.4219160000000004
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_19_962.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_19_962.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_19_962.jpg,0.0,0.0,0.0,3.3875610000000003
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_20_054.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_20_054.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_20_054.jpg,-0.2,0.0,0.0,3.355543
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_20_163.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_20_163.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_20_163.jpg,-0.5000001000000001,0.0,0.0,3.293274
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_20_238.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_20_238.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_20_238.jpg,-0.3666322,0.0,0.0,3.276007
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_20_335.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_20_335.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_20_335.jpg,-0.07786454,0.0,0.0,3.238281
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_20_433.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_20_433.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_20_433.jpg,0.0,0.0,0.0,3.205019
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_20_527.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_20_527.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_20_527.jpg,0.0,0.0,0.0,3.1728669999999997
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_20_620.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_20_620.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_20_620.jpg,0.0,0.0,0.0,3.1410400000000003
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_20_713.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_20_713.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_20_713.jpg,0.0,0.28510240000000003,0.0,3.395822
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_20_808.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_20_808.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_20_808.jpg,0.0,0.5662736999999999,0.0,4.029011
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_20_902.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_20_902.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_20_902.jpg,0.0,0.8465405,0.0,4.998168
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_20_991.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_20_991.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_20_991.jpg,0.0,0.5771242,0.0,5.529712
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_21_091.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_21_091.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_21_091.jpg,0.0,0.2835061,0.0,5.832036
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_21_178.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_21_178.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_21_178.jpg,0.0,0.01609473,0.0,5.8144730000000004
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_21_274.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_21_274.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_21_274.jpg,-0.25,0.0,0.0,5.744973
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_21_370.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_21_370.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_21_370.jpg,-0.5000001000000001,0.0,0.0,5.6524790000000005
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_21_471.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_21_471.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_21_471.jpg,-0.7500001999999999,0.0,0.0,5.541187
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_21_554.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_21_554.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_21_554.jpg,-0.9500002000000001,0.0,0.0,5.435967
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_21_646.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_21_646.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_21_646.jpg,-1.0,0.0,0.0,5.327087000000001
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_21_745.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_21_745.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_21_745.jpg,-0.6992533000000001,0.0,0.0,5.296179
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_21_836.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_21_836.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_21_836.jpg,-0.4272438,0.0,0.0,5.264693
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_21_929.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_21_929.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_21_929.jpg,-0.1470595,0.0,0.0,5.206582
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_22_023.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_22_023.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_22_023.jpg,0.0,0.0,0.0,5.149734
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_22_118.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_22_118.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_22_118.jpg,0.0,0.0,0.0,5.108294
C:\ADAS\temp\term1-simulator-windows\data1\IMG\center_2020_02_25_13_40_22_205.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\left_2020_02_25_13_40_22_205.jpg,C:\ADAS\temp\term1-simulator-windows\data1\IMG\right_2020_02_25_13_40_22_205.jpg,0.0,0.0,0.0,5.056965
